"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1983","FN","1984","FN","1985","FN","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGT","SD","Proportion of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","4.90","NA, 1, 77","","","","","","","","","4.90","NA, 6, 77","","","","","","","","","5.00","NA, 11, 77","","","","","","","","","5.30","NA, 16, 77","","","","","","","","","5.60","NA, 21, 77","5.60","NA, 22, 77","5.70","NA, 23, 77","5.80","NA, 24, 77","5.90","NA, 25, 77","5.90","NA, 26, 77","6.00","NA, 27, 77","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGT","SD","Proportion of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","4.20","NA, 1, 77","","","","","","","","","4.30","NA, 6, 77","","","","","","","","","4.50","NA, 11, 77","","","","","","","","","4.80","NA, 16, 77","","","","","","","","","4.90","NA, 21, 77","4.90","NA, 22, 77","5.00","NA, 23, 77","5.00","NA, 24, 77","5.00","NA, 25, 77","5.00","NA, 26, 77","5.00","NA, 27, 77","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGT","SD","Proportion of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","5.60","NA, 1, 77","","","","","","","","","5.60","NA, 6, 77","","","","","","","","","5.60","NA, 11, 77","","","","","","","","","5.80","NA, 16, 77","","","","","","","","","6.20","NA, 21, 77","6.30","NA, 22, 77","6.50","NA, 23, 77","6.60","NA, 24, 77","6.80","NA, 25, 77","6.90","NA, 26, 77","7.10","NA, 27, 77","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGTN","+","Number of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Number","Millions","","","","","","","","","","","","","","","36.10","NA, 1, 77","","","","","","","","","34.80","NA, 6, 77","","","","","","","","","33.70","NA, 11, 77","","","","","","","","","35.60","NA, 16, 77","","","","","","","","","40.10","NA, 21, 77","41.30","NA, 22, 77","42.50","NA, 23, 77","43.80","NA, 24, 77","45.10","NA, 25, 77","46.40","NA, 26, 77","47.70","NA, 27, 77","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGTN","+","Number of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Number","Millions","","","","","","","","","","","","","","","26.90","NA, 1, 77","","","","","","","","","26.80","NA, 6, 77","","","","","","","","","27.10","NA, 11, 77","","","","","","","","","29.40","NA, 16, 77","","","","","","","","","31.80","NA, 21, 77","32.20","NA, 22, 77","32.50","NA, 23, 77","32.90","NA, 24, 77","33.20","NA, 25, 77","33.30","NA, 26, 77","33.50","NA, 27, 77","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGTN","+","Number of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Millions","","","","","","","","","","","","","","","31.50","NA, 1, 77","","","","","","","","","30.80","NA, 6, 77","","","","","","","","","30.40","NA, 11, 77","","","","","","","","","32.50","NA, 16, 77","","","","","","","","","35.90","NA, 21, 77","36.70","NA, 22, 77","37.50","NA, 23, 77","38.30","NA, 24, 77","39.10","NA, 25, 77","39.80","NA, 26, 77","40.60","NA, 27, 77","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMKPT","SD","Number of locally adapted and exotic animal breeds kept in the country","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11,616.00","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMRCNT","SD","Proportion of animal breeds for which sufficient genetic resources for food and agriculture are stored for reconstitution in either medium or long-term conservation facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.50","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMRCNTN","SD","Number of animal breeds for which sufficient genetic resources for food and agriculture are stored for reconstitution in either medium or long-term conservation facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","871.00","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMSTOR","SD","Proportion of animal breeds for which sufficient genetic resources for food and agriculture are stored in either medium or long-term conservation facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.94","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMSTORN","SD","Number of animal breeds for which sufficient genetic resources for food and agriculture are stored in either medium or long-term conservation facilities","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,736.00","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_GENEBNK","+","Operational in vitro gene bank for animal genetic resources for food and agriculture","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.00","C, 24, 79","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_PLNTSTOR","SD","Number of accessions of plant genetic resources secured in conservation facilities under medium or long term conditions","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","2,802,447.00","E, 6, 78, 143","","","","","","","","","3,138,116.00","E, 11, 78, 143","","","","","","","","","3,850,761.00","E, 16, 78, 143","","","","","","","","","4,358,145.00","E, 21, 78, 143","","","4,528,240.00","E, 23, 78, 143","","","4,621,945.00","C, 25, 78","","","4,713,703.00","C, 27, 78","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_NRK_LBRED","SD","Proportion of local breeds classified as being at risk of extinction","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.60","C, 64, 80, 144"
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_NRK_LBREDN","+","Number of local breeds classified as being at risk of extinction","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,400.00","C, 64, 80, 144"
